0,1
2020-01-16,"[['[단독] 카카오M 산하 레이블 재편…`문화인` 독립', ""'카카오리틀프렌즈폰3 보세요'"", ""LGU+, 초등생 맞춤폰 '카카오리틀프렌즈폰3' 단독 출시"", '카카오, 다음에 골프 중계센터 오픈', '카카오 계열사가 90개래', '센트룸, 설 맞이 카카오톡 선물하기 패키지 출시', 'LG유플러스, 초등생 맞춤형 ‘카카오리틀프렌즈폰3’ 출시', 'LG유플러스, 초등생 맞춤형 ‘카카오리틀프렌즈폰3’ 출시', '카카오, 포털 다음에 골프 중계센터 오픈', 'LGU+, 초등생 맞춤형 ‘카카오리틀프렌즈폰3’ 선봬']]"
2020-01-17,"[['박정호 ""삼성·카카오와 AI 초협력…이통사도 함께해야""(종합)', '박정호 SK텔레콤 사장 ""삼성·카카오 고위급과 AI 초협력 논의""', ""가맹택시 '카카오T 블루' 확장세…서울·대구·성남에 이어 대전도 '곧'"", ""네이버 VS 카카오 유럽 '웹툰 전쟁'"", '카카오, +0.58% 52주 신고가', '올 봄 초딩들, LG유플러스 ‘카카오리틀프렌즈폰 3’으로 즐겁다', '카카오, 포털 다음 스포츠에 골프 중계센터 오픈', ""'카카오' 52주 신고가 경신, 외국인 15일 연속 순매수(98.2만주)"", ""[기업'S토커] 카카오, 텐센트 ‘평행이론’…핵심으로 떠오른 톡비즈보드"", ""'미스터트롯' 투표방법?…카카오스토리 앱 접속해 3명까지 투표""]]"
2020-01-20,"[['카카오, 한진칼 지분 1% 매입…조원태 회장 ‘우군’ 되나', '카카오뮤직 접속오류, 프로필 설정의 비밀', '카카오페이지, 20일 웹툰 ‘달빛조각사’ OST 음원 공개', '“카카오, 비즈보드 고성장 기반 성장 올해도 지속”', '카카오게임즈, 설날 맞이 모바일게임 6종서 특별 이벤트 진행', '제4회 한국뮤지컬어워즈, 20일 오늘 개막...카카오TV로 생중계', ""카카오VX, '신년맞이 골프명언' 이벤트"", '카카오뮤직 ""사용자 급증, 긴급 서버 점검""…\'흑역사\' 프로필 루머 때문? 온라...', ""'시원스쿨 79만원 할인' 카카오페이지 퀴즈 정답 공개"", ""카카오뮤직서 과거 '흑역사' 프로필 사진 볼 수 있다?…'접속 불통'""]]"
2020-01-21,"[['""옛 남친 사진이 떡하니""… 흑역사 보관함 돼버린 카카오뮤직', '카카오, 한진칼 지분 1% 매입…경영권 분쟁 변수될까', '카카오내비·티맵 ""설 고향길, \'이때\'만은 피해라""', ""'네이버·카카오' 뉴스제휴 신규 매체 발표…9곳은 계약해지"", '흑역사 카톡 프사가? 카카오뮤직 이용자 폭주', '[이데일리N] 카카오, 한진칼 지분 1% 매입 外', ""카카오벤처스, 간식서비스 제공업체 '스낵포'에 투자"", '카카오내비 빅데이터 기반 설 연휴 교통 예측 정보 공개', '""오마이 갓"" 카카오뮤직, 과거 프로필 사진 볼 수 있어', '네이버·카카오 제휴평가위, 벌점 누적 매체 9곳 퇴출']]"
2020-01-22,"[['카카오, 증권업 진출 승인', '카카오모빌리티-SK가스, 모빌리티 사업 업무협약', '하나금투 ""카카오, 역대 최대 영업이익 예상…\'매수\'""', '카카오T, LPG 충전소 연결...O2O 확장', '[단독] 카카오장보기, 푸드 큐레이션 변신…이마트 제휴 종료', '카카오페이지, 역대급 설 선물… 최신 흥행작 3편', '설 귀성길 ‘24일 오전 8~10시 가장 혼잡’…카카오내비 빅데이터 분석 예측', '‘카카오 배틀그라운드’, 신규 캡 ‘카라킨’ 등장…속도감 ‘강화’', '카카오의 한진칼 지분 매입, 조원태 회장 ‘톡’ 받았나', '네이버·카카오 신규 입점 뉴스콘텐츠 제휴사 1곳… 계약 해지 9곳']]"
2020-01-23,"[[""증선위, '카카오' 증권업 진출 승인"", '카카오·토스·VI…상반기 3곳 증권사 등판', '‘카카오톡으로 주식’ 가능해진다…카카오, 증권업 진출', '[게시판] 카카오M 신인배우 오디션 7명 최종합격', 'DB금투 ""카카오, 플랫폼 부문 성장 톡비즈가 견인…목표주가↑""', ""'티맵 vs 카카오내비'…설 연휴, 불붙은 이통사 '내비' 경쟁"", '""중소기업 지원 정책, 카카오톡에서 확인하세요""', '네이버-카카오, 1020세대 껴안기', '메가몬스터, 카카오M서 20억원 차입… ""제작역량 강화""', '카카오모빌리티, SK가스와 손잡고 모빌리티 사업 공동추진']]"
2020-01-28,"[[""카카오뮤직 ‘프사 소동’…잊혀진 '잊혀질 권리'"", '시몬스침대, 카카오페이 간편 결제 도입', '새로운 기능을 먼저 써보다, 카카오 실험실', '네이버-카카오 CEO 3월 임기 만료…연임 할까', ""주차업 뛰어든 카카오·SKT '총성없는 전쟁'"", ""LX, 웹툰 '오늘도 반듯하게' 카카오 통해 8주간 연재"", '삼성SDI 4명, 카카오 3명…올봄 상장사 40곳 사외이사 61명 바꿔야', ""'남매전쟁' 한진가, 경영권 주총 앞두고 카카오가 주목받는 이유"", '디즈니를 꿈꾸는 카카오프렌즈, 만든이 카카오IX', '[금융, 飛上 2020 전략]⑩카카오뱅크 ""모바일 1등 은행 앱""']]"
2020-01-29,"[['""우한폐렴 확산, IT로 막아보자"" 네이버·카카오도 총력전', '카카오 측, 멜론 50억 원 청구 소송에 “보상절차 진행 중” [공식]', '카카오 초기 멤버가 세운 어메이즈VR, 250만달러 투자 유치', '‘메기(카카오·토스)가 몰려온다’…증권사 `언택트 마케팅` 불붙었다', '시몬스, 카카오페이 결제 도입', '[2020그린모빌리티어워드]스마트 모빌리티상 카카오모빌리티', ""카카오맵서 '신종 코로나' 검색땐 인근 정부지정 진료소 알려준다"", '\'추가수량 긴급편성 야나두\' 카카오페이지 퀴즈 정답은? ""설마 무슨 뜻?""', '“카뱅 성공도 예상 못해” 카카오 이번엔 증권업계 ‘메기’ 될 수 있을까', ""카카오ㆍ토스 '여의도행'에 증권가 긴장""]]"
2020-01-30,"[['카카오 T 앱에서 기차표 원스톱 서비스 가능해진다', ""'카카오T' 앱에서 철도 승차권 산다…역 주차장도 안내"", '한상혁, 네이버·카카오 찾아 ""우한폐렴 가짜뉴스 대응"" 당부', ""네이버·카카오, '우한 쇼크'도 견뎠는데 주가 시들한 이유는"", '카카오벤처스, 美 AR 플랫폼 개발사 스페이셜시스템에 투자', ""'1000만 대군' 카카오 진출…'증권가 태풍' 될까"", '카카오, 특별관계자 지분변동', '카카오톡 만난 ‘디즈니팝 타운’, 내달 23일까지 사전예약', '카카오, 연내 오라클 DB 전면 걷어낸다', '정주환 카카오로 복귀…공동체 신사업 발굴 총책 맡는다']]"
2020-01-31,"[['[방송소식] 유산슬 카카오톡 이모티콘 출시 外', ""출범 코앞에 둔 카카오증권, '카뱅'처럼 폭발력 있을까"", ""24시간 서울시 카카오톡 상담 서비스 '서울톡' 개설"", ""카카오페이지, 웹툰 '이태원 클라쓰' 포스터 공개"", ""카카오 '키즈노트', 어린이집 전자출결 서비스 출시"", ""시원스쿨 평생수강권 무료, 카카오페이지 OOOO 들어갈 정답 '관심'"", '국민연금 전자문서, 카톡으로 전송..""카카오 로고가 있어야""', '`카카오T` 앱에서 철도 승차권 판매', '[카카오톡 활용하기] 샵(#)검색을 적극 활용하자.', '카카오(035720), 31일 0.00%변동폭 보여…']]"
2020-02-03,"[[""3개월새 계열사 9곳 더···카카오 '확장경영' 가속"", '전자제품 비교 `꿀리뷰` 카카오벤처스 투자유치', '카카오프렌즈, ‘어피치 강다니엘 에디션’ 글로벌 출시', '""카카오뱅크 체크카드 쓰고 현금 돌려 받으세요""', '대기업집단 SK·카카오 몸집 불리고 롯데는 11곳 축소', '[단독] 카카오 대리 부른 20대 女 성폭행 사건 벌어져', '카카오뱅크, 체크카드 캐시백 프로모션 시즌 6 오픈…""현금 받아 가세요""', '""자녀 알림장도 스마트폰으로"" ...영유아 교육시장 홀린 카카오', '방통위 망 이용 가이드라인 제정…“통신사만 배불려” 카카오 볼멘소리', '맥X카카오프렌즈, 립스틱과 캐릭터의 특별한 컬래버레이션 컬렉션']]"
2020-02-04,"[[""[단독]카카오·삼성화재 손잡은 '디지털 손보사' 3월초 예비인가 신청"", ""가맹택시 '카카오 T 블루', 대전서도 시동"", '카카오M, 프로듀서 중심 레이블 `플렉스M` 신설', ""'카카오T블루' 대전서 500여대로 시범 서비스"", '네이버·카카오 “코로나맵 API 비용 지원”', '네이버·카카오·AWS, 대학생이 만든 ‘코로나 맵’ 서버 지원', '카카오택시·배민 등 O2O 기업 매출 전년比 30.4%↑', ""'인터넷 맞수' 네이버 vs. 카카오 '암호화폐 지갑' 경쟁 벌인다"", ""[단독] 카카오M, 주거라이프 웹콘텐츠 '집드립' 론칭"", '""손만 잡았어도 강간치상""...강용석, 무고 교사 의혹 카카오톡 공개']]"
2020-02-05,"[['[이슈체크] 금융업계 ‘태풍의 눈’ 될까…카카오 증권업 진출', '[이슈분석] 카카오 증권 사업, 예상 행보는?', '카톡으로 주식 거래…금융위, 카카오 증권업 진출 승인', ""카카오가 세우는 증권사…증권업계 '메기 효과' 불러올까[이슈+]"", ""카카오 증권 진출 '승인'…한발 늦은 토스 '울상'"", 'SK·한화·카카오 ""슈퍼주총데이 피한다""', '네이버 VS 카카오, 신종 코로나 웹사이트 무상 지원', ""[단독]IPO앞둔 카카오게임즈, '탈 넥슨' 개발자원 '입도선매'"", ""전국 질주하는 '카카오T'…여전히 안갯속 '타다'"", '캐롯부터 카카오 삼성화재까지..위기의 손보 디지털 전환 가속']]"
2020-02-06,"[['카카오, IT기업 첫 증권업 진출', '증권가 ""카카오, 증권업 진출로 핀테크 사업확장 탄력""', '카카오, 한진칼 지분 1% 추가 취득…조 회장에 힘 싣기?', '카카오페이증권 출범…""투자·자산관리 대중화 이루겠다""', '카카오, 증권업 시너지 기대-이베스트', ""'신종 코로나' 질병정보알림…재난대응 나선 카카오"", '카카오, 증권업 ‘성공 가능성’ 의견 엇갈려…영향은', '‘카카오 배틀그라운드’ 신규 맵 ‘카라킨’ 뜨거운 반응', '카카오 vs 토스, 모바일 증권대전 승자는?', 'SKT·삼성·카카오…`AI 코리아 어벤져스` 뜬다']]"
2020-02-07,"[['텅텅빈 카카오 11인승 택시', '카카오M, 프로듀서 중심 레이블 ‘플렉스엠’ 설립', ""카카오, 증권·보험 진출로 금융권 '지각변동' 예고"", 'WI ""카카오프렌즈 블루투스 마이크, `슈돌` 등장 화제""', '""IPO 어쩌나…"" 달빛조각사 부진에 카카오게임즈 \'고심\'', '카카오 ""한진칼 지분 현황 비공개, 분쟁 개입 안해""', '[인사] 카카오페이증권 ; 금융투자협회', ""'넷플릭스 나홀로 그대' 카카오페이지 퀴즈 이벤트 정답은?"", '미래에셋 출신이 맡은 카카오증권…대대적 변화 예고', 'DCC 신작 ‘레디메이드퀸’, 매주 목요일 카카오페이지 연재']]"
2020-02-10,"[['카카오 클레이튼에 암호화폐 거래소 `후오비` 합류', '카카오키즈 야나두와 합병 마무리...""올해 매출 천억·내년 상장 추진""', ""명품도 카톡으로 선물...카카오커머스, '카카오톡 선물하기' 명품 제품군 확대"", 'IT기업 카카오, 한진칼 지분 1% 추가 매입', '카카오가 증권업에 진출한 이유', '신한카드, 카카오페이 체크카드 리뉴얼 출시', '카카오 드디어 증권업 진출-증권업의 ‘카뱅’…IT 무장한 메기 될까', '카카오프렌즈, 글로벌 시장 공략 본격화', '새해 30대 기업집단 분석해보니-카카오 문어발 확장…계열사 벌써 90개', ""투썸플레이스, '카카오톡 선물하기 밸런타인데이 기획전' 진행""]]"
2020-02-11,"[['취업목표 대기업 1위 카카오…삼성전자·CJ제일제당·네이버 순', '신입 구직자 상반기 취업목표 대기업...1위 카카오·2위 삼성전자', '선관위, 네이버·카카오와 총선 비방·허위사실 차단 공동대응', '[시그널] 카카오게임즈, 달빛조각사 개발 엑스엘게임즈 경영권 인수', ""카카오게임즈, '달빛조각사' 만든 엑스엘게임즈 인수"", ""'카카오키즈 백만 기념 선착순 천명 천원' 오퀴즈 출제 정답은?"", ""인포뱅크, 웰컴저축은행 '웰컴봇' 카카오i 오픈빌더 챗봇 전환"", '카카오게임즈, `달빛조각사` 캐릭터 밸런스 조정·편의성 개선', ""중국계 암호화폐 '후오비토큰'…카카오 호재에 16% '껑충'"", ""카카오페이 '온보딩 키트' iF 디자인 어워드 수상""]]"
2020-02-12,"[['네이버·카카오·SKT는 IT기업일까, 금융사일까', '카카오뱅크, 사업소득자·청년에도 전월세보증금 대출', '카카오뱅크, 청년 전월세보증금 대출 출시', ""카카오, 지난해 '최대실적' 찍었을까…성적표 기대감↑"", '카카오, ‘달빛조각사’ 만든 엑스엘게임즈 인수', '취업목표 대기업 1위는 카카오', '카카오게임즈, 틱톡과 함께 배틀그라운드 챌린지 진행', '""카카오 \'벤티\' 지금 이용할 수 있나요?""', '카카오, 한진칼 지분 추가 매입… 경영권 개입 하나?', '증권사, 각자대표 체제 전환 바람..교보 카카오증권 등']]"
2020-02-13,"[[""카카오, 연매출 3조 첫 돌파…'카톡 광고' 일냈다"", ""카카오, 매출 3조원 시대 '활짝'"", '매출 3조 찍은 카카오..""올 머니2.0 주력""', '카카오 ""늦둥이 ‘톡보드’가 최고 효자""… 올해 톡비즈 매출만 1조원 목표(종...', '카카오VX, 200억원 외부 투자 유치…""골프 사업 확장""', '[속보]카카오, 역대 최고 실적… 작년 매출 3조·영업익 2천억↑', '카카오 여민수 ""올해, K-콘텐츠 전파 원년으로""', '카카오 ""톡보드, 일매출 5억 이상…광고주 늘린다""', '카카오 작년 매출 3조원, 영업익 2천억 돌파... 역대 최대', ""아모레퍼시픽, 카카오 블록체인 '클레이튼' 합류""]]"
2020-02-14,"[['한투증권 ""카카오, 올해 실적 호조 기대…목표주가 ↑""', ""'톡비즈'로 실력 보여준 카카오...증권가 “주가 20만원 넘는다”"", '한화證 ""카카오, 올해 이익 성장속도 가파를 것…매수의견""', '[이용재의 세심한 맛] 초콜릿, 카카오 많이 들어가면 달지 않고 쌉싸름해요', '카카오 작년 매출 3조 898억 사상 최대', '작년 역대 최대 3조 매출 카카오 “광고·웹툰이 효자네”', '오비라거, 카카오톡 ‘랄라베어 이모티콘’ 증정 이벤트', '카톡 광고로 대박난 카카오, 디지털 손보사 설립도 추진', '[특징주] 카카오, 4분기 호실적에 이틀째 신고가', '카카오의 힘… 매출 3조·영업익 2000억 돌파']]"
2020-02-17,"[['카카오 선데이치즈볼, 카스 에디션 선보여', '카카오, 올해도 고속성장…영업이익 더블로 간다', ""공정위 '이해진' 고발… 카카오 형평성 '떠넘기기' 논란"", ""'매출 3조원 돌파까지'...다음 합병 후 카카오의 타임라인"", '“카카오, 올해 톡비즈 연간 매출 1조원 육박할 전망”', ""'카카오' 김범수도 무죄났는데… '네이버' 이해진 허위제출 혐의 인정될까"", '""카카오, 페이-뱅크 증권의 하모니"" [신영증권]', ""카카오페이지 다음웹툰, 독일 'IF 디자인 어워드'서 본상 수상"", ""투썸플레이스, 스트로베리 제품 활용한 '카카오톡 이모티콘' 선봬"", ""디지털 손보시장 판 커진다…카카오+삼성화재, 더케이 '출사표'""]]"
2020-02-18,"[[""디자인유나이티드, 카카오IX와 협업…'니니즈 컬렉션' 선봬"", '제주항공 ""카카오페이로 결제 시 최대 2만원 할인""', '카카오 “단톡방서 특정 상대 소환한다”···대화상대 멘션 기능 추가', '카카오페이지X다음웹툰 ‘이태원 클라쓰’, 독자수 1천만명 돌파', '카카오톡 단체대화방서 특정 상대 부르는 ‘멘션’ 기능 생긴다', '""카카오페이증권 출범…증권업계 영향은 제한적""', '카카오게임즈 ‘달빛조각사’, 장신구 강화 등장', '카카오 VX 200억 원 규모 투자 유치', '연 5% 이자의 힘… 카카오페이 증권계좌 조용한 인기', '카카오 암호화폐 지갑 서비스 클립, 이르면 3월 론칭']]"
2020-02-19,"[[""네이버, 선거기간 '실검' 중단…카카오는 완전 폐지"", '카카오, 예정대로 2월 20일 실검 서비스 종료', '카카오, 올해 실적 호조 전망에 52주 신고가 경신', '카카오 그라운드X, 한빗코·피어테크 등 파트너사 추가 공개', ""결국 네이버도 실검 '일시 중단'‥카카오는 완전 폐지"", ""카카오프렌즈, '어피치 강다니엘 에디션' 2차 출시"", ""카카오커머스, '졸업·입학 선물 기획전' 운영"", ""두나무 'DXM', 카카오 '그라운드X'에 커스터디 서비스 제공"", ""카카오 파트너 '왓챠', 블록체인 사업 접는다"", '네이버, 총선 기간 ‘실급검’ 없앤다… 카카오는 완전 폐지']]"
2020-02-20,"[[""카카오 대형승합택시 '벤티' 본격 확장…'기사회생' 타다에 도전"", '톡보드·카카오페이증권 타고 쭉쭉 뻗어오르는 카카오 주가, 올해도 `맑음`', ""카카오, 포털 다음 '실시간 이슈 검색어' 서비스 완전 폐지"", '타다의 나비효과, 차차·파파 ‘날개’…카카오는?', '타다 멈칫한 사이, 보폭 넓히는 카카오T·마카롱', ""'카카오' 52주 신고가 경신, 전일 외국인 대량 순매수"", '카카오, +0.53% 52주 신고가', '[폴리경제분석] ‘타다’에 뿔난 택시업계, ‘카카오’가 출구될까?', '카카오게임즈 ‘패스오브엑자일’, 한국서버 분리 의혹에 이용자 공분', '[fnRASSI]카카오(035720), 52주 신고가...0.53% ↑']]"
2020-02-21,"[[""[단독]카카오 암호화폐 클레이, 日거래사이트 '리퀴드' 상장한다"", ""카카오페이지-CJ ENM, 제4회 '추미스 소설 공모전’ 개최"", '한국감정원, 카카오톡 집값 담함 등 신고센터 운영', '""카카오·토스 온다""… 증권사 비대면 고객 \'불꽃경쟁\'', ""작년보다 올해가 더 기대되는 네이버⋅카카오… 新성장동력 '테크핀'"", '토스증권 탄생 가시화...카카오증권과 경쟁 불가피', '병원예약, 카카오톡 챗봇으로...코로나19 여파 비대면 소비 확산', '졸업선물도 ‘카카오톡 선물하기’로… 기획전 운영', '카카오프렌즈 인형 든 강다니엘, ""눈물점까지? 행복해요""', '돌이킬 수 없는 우직함 카카오, 파격의 승부사 타다']]"
2020-02-24,"[['""실적이 말한다""…여민수·조수용, 카카오 CEO 첫 연임', '카카오, 10번째 기브티콘 ‘엄마와 반지’ 선보여', '카카오키즈, 작년 매출 700억·영업익 50억', '카카오키즈, 직원 안전 고려해 재택근무 시행', '[속보]민주당, 이용우 카카오뱅크 전 대표 등 5명 전략공천', ""카카오 VX, '코스튬 드라이버 커버 2.0' 사전예약 진행"", '카카오, 제주대와 산학협약…장학금 총 2억6000만원 출연', '게임 ""일진에게 찍혔을때"" 웹툰으로…카카오페이지에서 오픈', '카카오 ""코로나 확산에 택시·내비 수요도 급감""', '[Hot-Line] ""카카오, 실적개선 + 신사업 모멘텀 동시 확보""']]"
2020-02-25,"[['[단독] 카카오 승합차 렌터카 진출 ""적극 검토""…타다와 진검승부', '[팩플]같은 혁신인줄 알았는데···타다 무죄뒤 미묘해진 카카오', ""카카오, '코로나19'에 전 직원 원격근무 시행"", '카카오 여민수·조수용 대표 연임', '카카오모빌리티, 타다 무죄 직후 ‘렌터카’ 진출 검토 中', 'NH투자증권, 카카오뱅크와 손잡고 증권계좌개설 서비스', '네이버·카카오, 대중문화 전문가 영입 경쟁 불붙다', '카카오뱅크에서 NH투자증권 계좌 개설', '모바일 퍼즐 ‘디즈니팝 타운’ 출시…카카오 타고 소셜 강화', '네이버·카카오, 코로나 비상 대응…재택근무·TF 조직·외부인 출입 통제']]"
2020-02-26,"[['악플에 칼 빼든 카카오 ""혐오·차별 소지 댓글 삭제조치""', '카카오, 차별·혐오 댓글도 삭제한다', '카카오, 방문객 출입 통제', '일상이 된 카카오, 코로나19 몰아쳐도 굳건했다', '&apos;타다금지법&apos; 놓고 엇갈린 업계…카카오, 방향 바꾸나', '카카오뱅크, 코로나19 대응..성남 본사 재택 근무 돌입', '신한저축, 카카오 ‘챗봇’ 통해 24시간 대출서비스 실시', '네이버·카카오 원격근무 첫날…텅 빈 회사, 카페 찾는 직원들', '네이버 한성숙, 카카오 여민수·조수용… ""미래 먹거리 만드는 CEO""', '카카오 ""\'차별·혐오\' 등 악플 달면 사용자 제재""']]"
