0,1
2020-01-22,"[[""삼성전자, '2020 삼성드림클래스 겨울캠프' 성료"", '삼성전자 너무 잘 나가도 문제…시총 30% 상한제가 뭐길래', '삼성전자, 인덕션 코일·상판 무상보증 기간 확대', '삼성전자·포스코, 20년 넘게 영업이익 1조 넘게 달성', '삼성전자 `2020년 삼성드림클래스 겨울캠프` 수료', '시가총액 상한제에도…삼성전자 매물 폭탄 제한될듯', '삼성전자, ‘인덕션 프리미엄 케어 서비스’ 실시', ""삼성전자 vs TSMC, '3나노 경쟁' 본격화"", ""삼성전자 두 번째 폴더블폰 '갤럭시Z 플립' 180만 원?"", '삼성 금융계열 5곳 수장 50대로 교체… 전자는 성과 원칙 ‘발탁’']]"
2020-01-23,"[['삼성전자 생활가전사업부장에 이재승 부사장…조직개편 마무리', '삼성전자 생활가전사업부장에 이재승 부사장 선임', '레이저 폴더블 1500달러 출시, 삼성전자도 가격 낮춘다', ""삼성전자, 고밸류 부담 지우나…'주주환원'에 쏠린 눈"", ""삼성전자, 블록체인 월렛에 보안 앱 '센티넬프로토콜' 추가"", '시총 30% 앞둔 삼성전자…""시장 충격 제한적""', '삼성전자, 시총 상한제 우려…주가 향방은', ""삼성전자, 오늘 조직개편 마무리…'안정'에 방점"", '삼성전자·포스코만 20년 넘게 ‘영업익 1조’ 달성', ""삼성·LG전자, 'AI' 확대 적용…북미 가전 시장 공략""]]"
2020-01-28,"[['삼성전자 브라질 공장 둘러보는 이재용', '삼성전자, 인도 스마트폰 시장서 中 공세에 3위로 밀려', 'LG전자 이어 삼성전자도 초비상 ""임직원 中출장 전면 금지령""', '‘펭수’가 삼성전자 찾은 까닭은?', '\'우한 폐렴\' 확산에 쑤저우 삼성전자 공장 불똥… ""2월 중순까지 강제휴무""', '이재용 삼성전자 부회장, 설 명절에 중남미 사업 점검', '삼성전자, 시총 상한제 조기 적용...악재 아닌 호재-유진투자', ""'Z'모양으로 두 번 접는다…삼성전자, 갤럭시Z 출시 전망"", '英 브랜드파이낸스 조사, 삼성전자 브랜드 `세계 5위`', '삼성전자 ‘초격차 전략’ 강화 포석…4兆 선제적 추가 투자']]"
2020-01-29,"[[""[단독]삼성전자, 경영성과급 확 줄었다…'연봉의 22~38%'"", '삼성전자, 당뇨병 난제 풀었다...""피 안 뽑고 레이저 이용해 혈당 측정""', '삼성전자, 그랑데 AI 출시', '삼성전자, 5G폰 판매 세계 2위', 'GS샵, 삼성전자 가전제품 렌탈 방송', ""삼성전자, 세계 최초 5G 태블릿 '갤럭시 탭S6' 출시"", '삼성전자, 노동조합 가입 안내 이메일 일괄 삭제', ""삼성전자, 세계 첫 5G 태블릿 '갤탭 S6 5G' 출시"", '그랑데 AI 소개하는 이재승 삼성전자 생활가전사업부장', ""삼성전자 '그랑데 AI 기자간담회' 개최""]]"
2020-01-30,"[['삼성전자 작년 영업이익 27.77조원…반도체 부진에 52.8%↓(종합)', '[종합] 삼성, 준법감시조직 독립성 강화…전자투표제 도입키로', '삼성전자 세계 최초 개발 64메가 D램, 국가 중요 과학기술자료 등록', '삼성전자, D램-낸드 양 날개로 실적 회복 돌파구', '삼성전자 스마트폰 4Q 영업익 2.5조…5G·중저가폰이 견인', '4분기 숨 고른 삼성전자 반도체, 올해 상승세 탄다(종합)', '소액주주 60만명...삼성전자 주총서 목소리 높일듯', ""[종합] 반도체 부진하자 5G가 살렸다…삼성전자 작년 영업익 27조 '선방'"", ""삼성전자 '더 월' 미디어 아트 공모전 실시"", ""삼성전자, 지난해 반도체 시황 둔화에 영업익 '반토막'""]]"
2020-01-31,"[['삼성전자, 호주 산불 피해에 8억 현금 기부', ""삼성전자, '우한폐렴 피해' 중국에 의료용품·51억원 지원"", '삼성전자 반도체, \'디지털세 사정권\' 벗어나…""국익 최대한 확보할 것""', ""삼성전자·현대차 '디지털세' 포함될 듯...세부담 가중 '비상'"", ""D램 가격 13개월만에 반등…'반토막' 삼성전자 허리 펴나"", '자동차·가전에도 ‘디지털세’ 부과…삼성전자·현대차 불똥', '임재현 세제실장 ""삼성전자, 새 과세권 배분 대상될 수 있어""', '[Hot-Line] ""삼성전자, 업황 개선 추세 변함 없어""', ""삼성전자, '글로벌 스마트폰 왕좌' 애플에 8분기 만에 뺏겨"", '갤A로 버틴 삼성전자, 뒷심 약했다…4분기 애플에 밀려']]"
2020-02-03,"[['이건희, 삼성전자 작년 배당금 3천538억원…10년간 1조4천억원', '삼성전자, 2020 AHR 엑스포서 혁신 공조 솔루션 선보여', ""'코로나 여파' 삼성전자 中최대 오프라인 매장도 휴점"", ""삼성전자, 2020 AHR 엑스포 참가…'북미 시장 공략'"", 'KAIST 총동문회장에 정칠희 삼성전자 고문', '[단독]삼성전자, 신종 코로나 확산에 AI 건조기 물량 확보 ‘비상’', '삼성전자, 2020 AHR 엑스포 참가', '이건희 회장, 지난해 삼성전자 배당금 3,538억 받아', 'KAIST 총동문회장에 정칠희 삼성전자 고문 선임', '삼성전자, 북미 공조전시회서 신형 무풍에어컨 등 전시']]"
2020-02-04,"[[""1초에 영화 82편 전송… 삼성전자, 초고속 D램 '플래시볼트' 세계 최초 출시"", '1초에 영화 82편 전송...삼성전자, 초고속 D램 세계최초 출시', '삼성전자, AI·차세대 슈퍼컴퓨터용 초고속 D램 최초 출시', '삼성전자, AI·차세대 슈퍼컴퓨터용 초고속 D램 최초 출시', '삼성전자 준법감시위 출범...5일 첫 회의로 활동 시작', '삼성전자, 3세대 초고속 D램 세계 최초 출시… 프리미엄 시장 견인', '삼성전자, 초고속 D램 세계 최초 출시…AI·차세대 슈퍼컴퓨터용', ""삼성전자, 초고속 D램 '플래시볼트' 출시…세계 최초 기술 적용"", '삼성전자, AI·차세대 슈퍼컴퓨터용 초고속 D램 세계최초 출시', '삼성전자, AI·차세대 슈퍼컴퓨터용 D램 출시']]"
2020-02-05,"[[""'美 생활가전 왕좌' 4년째 지킨 삼성전자"", '삼성전자, 지난해 美시장 역대 최고 점유율 20.5%로 1위', ""삼성전자, 美 생활가전 4년 연속 1위… '점유율 20%' 첫 돌파"", ""삼성전자, 'iF 디자인 어워드 2020' 61개 수상"", '삼성전자, 글로벌 R&D투자 기업 2위…1000대 기업에 韓 24개', '삼성전자 부사장 만난 싱하이밍 대사', '삼성전자, 獨 `iF 디자인 어워드 2020`서 금상 2개 포함 61개 상 수상', '삼성 이어 한진도 주총 전자투표 도입하나?', 'LG전자, MWC 참가 취소…삼성전자는 ""언팩도 예정대로""(종합)', '삼성전자 ‘시총 30%’ 캡 적용되면 어떤 종목이 수혜 볼까']]"
2020-02-06,"[['애플, 지난해 반도체 구매 1위…삼성전자, 2위로 하락', ""삼성전자, 2020년형 무선 청소기 '제트', '청정스테이션' 공개"", ""삼성전자, 무선청소기 '제트' 신제품 공개...청정스테이션 추가"", '""삼성전자 보다 더 올라""…올해 11%↑ \'최고 테마주는\'', ""삼성전자 무선청소기 '청정' 더하다"", ""삼성-LG전자, '디지털 콕핏' 상용화…전자 넘어 모빌리티로"", '삼성전자, 美 가전 점유율 4년 연속 1위', ""삼성전자, 새로운 폴더블 폰 '갤럭시Z플립' 14일 출시…160만원 대"", ""삼성전자 '갤럭시폴드2', 하반기 베일 벗을까"", '프로농구 삼성, 전자랜드 잡고 2연승…미네라스 27점']]"
2020-02-07,"[['LG전자, 코로나 여파에 MWC이어 ISE 불참…삼성전자는 참가', '삼성 이어 한진도, 전자투표제 대기업 전반 확산될까', '[인터뷰] 삼성전자노조 위원장 ""이재용, 과거 과감히 버려야""', ""기관 4천억 '매물'…삼성전자·SK하이닉스 각각 1% 이상↓"", ""[단독] 삼성전자, '갤럭시S20' 출고가 최소 124만8500원 결정"", '외교관보다 삼성전자 상무?', '[시그널] 삼성전자·쿠팡 빨아들인 아마존 한국법인, 본사 확장 이전 추진', ""이미지센서 1위 소니, 코로나로 '흔들'…삼성전자·SK하이닉스 '점유율' 확대..."", '국민연금, 삼성전자·대한항공 주주권행사 `시동`', '외국매체 ""삼성전자 갤럭시S20울트라, 어두운 곳 촬영기능 더 높여""']]"
2020-02-10,"[[""삼성전자, 아카데미 시상식서 '갤럭시Z플립' 공개"", '삼성전자, ISE서 상업용 디스플레이 최신 기술 대거 공개', ""삼성전자, 전자레인지 신제품에 '비스포크' 색상 입히다"", ""삼성전자, '비스포크' 색상 적용한 전자레인지 출시"", ""삼성전자, 'ISE 2020'서 최첨단 디스플레이 대거 공개"", '삼성전자, ISE 2020에서 QLED 8K 사이니지 공개', '삼성전자, ISE 2020 참가', '삼성·LG, 다시 뛰는 전자업계 中 공장…“정상화 시동”', '전자업계 中공장 오늘 재가동… 삼성, 협력사 2조 6000억 지원', '삼성전자 플래그십 스마트폰 가격 高高…소비자 부담 우려']]"
2020-02-11,"[[""[단독]삼성전자, ‘신종코로나’에 'SW역량테스트' 연기"", '삼성전자, 美서 새 스마트폰 공개', '삼성전자 제친 카카오… 구직자 취업목표 대기업 1위', '취업목표 대기업 1위 카카오…삼성전자·CJ제일제당·네이버 순', '지난해 갤럭시 버즈 800만대 판매...삼성전자, 100달러이상 무선이어폰 시장서...', ""삼성전자 등 주요 상장사, 헤지펀드에 취약..'공시의무 강화' 지적"", ""D-1 삼성전자 '언팩' 관련주, ‘코로나’ 뛰어 넘을까?"", '공포에 \'산다\'…""믿을 건 삼성전자·하이닉스 뿐""', '11일, 기관 거래소에서 삼성전자(+0.34%), KODEX 200(+0.97%) 등 순매수', '""삼성전자 따라오를 IT종목…케이엠더블유·영풍""']]"
2020-02-12,"[[""삼성전자, 갤럭시S20 '괴물 카메라'에 들어간 초고화소 이미지센서 출시"", '노태문 삼성전자 사장 ""혁신으로 모바일 업계 동반성장 이끌 것""', ""삼성전자, 차세대 화상회의 솔루션 '웹엑스 온 플립' 공개"", '삼성전자, 갤럭시Z플립 언팩…조개 폴더블·카메라 ‘올인’', '삼성 이어 현대차까지… 재계, 전자투표제 도입 바람', ""삼성전자, '갤럭시 Z 플립 톰브라운 에디션' 선봬"", ""삼성전자, 통신장비 '희소식'...美 T모바일-스프린트 합병 '5G투자 본격화'"", ""삼성전자, 자유롭게 접히는 '갤럭시 Z 플립' 공개"", ""'괴물카메라·콤팩트폴더블'로 이뤄낸 삼성전자 혁신"", ""삼성전자, '갤럭시 S20' 전격 공개""]]"
2020-02-13,"[['삼성전자 ""이재용 부회장 불법 투약 사실 전혀 없어""', '삼성전자 ""이재용 프로포폴 상습투약 사실아냐…일방적 주장""', '이재용 삼성전자 부회장 프로포폴 상습투약 의혹, 검찰 사건 배당…삼성 “일...', ""삼성전자, '갤럭시 Z 플립 톰브라운 에디션' 21일부터 한정판매"", '‘묵묵부답’ 이재용 삼성전자 부회장, 靑 ‘코로나19 간담회’ 참석', ""삼성전자 갤럭시 Z플립 등 폴더블폰 대상 '휴대폰 방문 서비스'"", '까사미아, 삼성전자 협업해 부산에 가구·가전 복합매장 개점', '삼성전자, 폴더블폰 고객 위해 방문수리 서비스 도입', '“어두운 곳에서 더 밝고 선명” 삼성전자, 이미지센서 공개', '삼성전자 ""불법 투약 사실 없어"" 법적 대응 검토']]"
2020-02-14,"[['이상훈 삼성전자 이사회 의장 사임...차기 의장 누가 될까(종합)', '삼성전자 이상훈, 이사회 의장 물러난다…후임 인선은?', ""'법정 구속' 삼성전자 이상훈 이사회 의장 물러난다"", ""검찰 '합병 의혹' 정현호 삼성전자 사장 소환…묵묵부답"", '삼성전자, 5G 스마트폰 시장 점유율 43%... 글로벌 1위', '삼성전자, 작년 웨이퍼 생산능력 전세계 1위', '삼성전자 두번째 폴더블폰 ‘갤럭시Z 플립’ 출시', ""삼성전자 폴더블폰 '갤럭시 제트 플립(Z Flip)' 언박싱"", '삼성전자 112兆 ‘현찰 두둑’…시스템반도체 등 M&A 나설까', '‘노조 와해 의혹’ 이상훈 삼성전자 이사회 의장, 자진 사임(종합)']]"
2020-02-17,"[['Z플립 효과..삼성전자 주가 어디까지', '삼성전자, QD디스플레이 특허 침해 혐의로 피소', '[단독] 삼성전자, 신개념 인플루언서 마케팅 플랫폼 론칭', '삼성전자 `30%룰 수시 적용` 없던 일 되나', '삼성전자, 갤럭시Z플립 완판행진에 공장 완전가동 영상 공개', '‘고공행진’ 삼성전자 우선주 이유 있었네', '삼성전자, ‘갤럭시Z 플립’ 전세계 예약판매 완판 행렬', '[전자투표 시대] 삼성전자 이어 현대차 도입…경영권 분쟁 한진칼 주목', '삼성전자, 맥아피와 보안 협약 연장...사이버 보안에 만전', '갤Z플립 흥행에… 삼성전자 주가 고공행진']]"
2020-02-18,"[['35년 연속 매출 50위권 기업은 삼성전자 등 8곳 뿐…""성장 둔화""', '“삼성전자, 퀄컴과 5G 모뎀칩 생산계약”', '삼성전자 AKG N700, 대한항공 퍼스트클래스 공식 헤드폰 선정', ""삼성·LG전자, 유럽 '특허괴물'에 터치기술 관련 피소"", '삼성전자 시총 한달 반새 48조원 증가…LG·SK도 늘어', ""삼성증권 전자투표 시스템 '온라인 주총장'"", ""삼성전자 AKG N700 헤드폰, 대한항공 '퍼스트클래스'에서 듣는다"", '삼성전자 中톈진 공장 19일 재가동', ""삼성전자 주가 어디로...혼돈의 '30%캡'"", '실탄 352조 쌓아둔 삼성전자, 시스템 반도체 M&A 나설까']]"
2020-02-19,"[[""삼성전자 '30% 상한제' 조기적용 안한다"", '삼성전자, 글로벌 TV시장서 14년 연속 1위… ""주력 QLED TV 선전""', '삼성전자 이르면 21일 이사회…차기 의장 윤곽 나올까 `관심`', '삼성전자, ‘갤럭시Z 플립’ 온라인 판매만 진행', '""삼성전자 파운드리, 퀄컴 차세대 5G모뎀칩 위탁생산 맡는다""', '""삼성전자 30%캡 조기적용 안한다""', '삼성전자·SK하이닉스, 지난해 4분기 D램 점유율 72.7%', '이란, 삼성전자 압박…""주재원 추방, 스마트폰 등록 금지"" 경고(종합)', ""구글 클라우드, '서울 리전' 가동…삼성전자·SKT도 고객"", '“삼성전자, 퀄컴서 5G 모뎀칩 생산 계약 따내”']]"
2020-02-20,"[['[단독]삼성전자, 21일 이사회..후임 이사회 의장 선임 논의', '법원 ""삼성전자 작업환경보고서 비공개 정당""…삼성 주장 수용', '이재용 삼성전자 부회장, EUV 반도체 생산라인 점검', '이재용 부회장, 삼성전자 EUV 반도체 생산라인 점검', '삼성전자·고려아연 등 11개 사업장 ‘하청업체 사망사고’ 빈번', '삼성전자, ‘갤럭시 S20’ 오늘부터 사전 판매 실시', ""삼성전자·LG전자, 9년 연속 '글로벌 100대 혁신기업' 선정"", ""삼성전자, '갤럭시S20' 시리즈 20일부터 사전예약"", '“QLED가 효자”… 삼성전자, 글로벌 TV시장 14년 연속 1위', '삼성, 전자 계열사와 청소년 사이버폭력 근절 나서']]"
2020-02-21,"[['삼성전자, 이사회 의장에 박재완 선임…""첫 사외이사 의장""(종합)', ""삼성전자 '사외이사 의장 시대' 열었다"", '삼성전자 이사회 의장에 박재완 사외이사 선임', '우한코로나 확산에 삼성전자도 비상… ""수원-구미간 업무버스 오늘부터 운행 ...', '박재완 삼성전자 이사회 의장 ""주주가치 제고···책임경영 주력""', '[이슈체크] 삼성전자 이사회 의장에 박재완 前장관 선임', '삼성전자, 11년만에 서초사옥 떠나 수원에서 주총 연다', ""삼성전자, 美 EUV 포토레지스트 업체 '인프리아' 투자"", '삼성전자, 내달 18일 정기주주총회 개최..전자투표제 첫 선', '삼성전자, 코로나19 확산에 ""국내 출장 자제·셔틀 중단""']]"
2020-02-24,"[[""삼성→구미·LG→인천 다 뚫렸다…전자업계 코로나 '초비상'"", '코로나19 확진자 발생 구미 삼성전자, 24일 재가동', '삼성전자, 美 5G장비 시장 또 뚫었다', '박영수 특검, 이재용 삼성전자 부회장 관련 재판부 기피신청', '삼성전자도 주력 산업 ‘셧다운’ 공포…정부, 추경안 내놓나', '[빅데이터MSI]시장심리 톱5, 이마트·삼성전자·농심·LG·현대로템', '삼성전자, QLED TV 개선 작업 지연…SKC 등 협업 난항', '""협력사와 상생"" 삼성·LG전자, ‘코로나19 극복’ 고삐', '갤럭시 4종 언팩 삼성전자-갤럭시 S20 울트라…가격도 울트라급', '삼성전자·SK하이닉스, 아직 저가매수 시점인지?']]"
2020-02-25,"[[""삼성전자, 괴물폰에 들어간 '괴물 D램' 본격 양산"", '삼성전자 세계 첫 16GB 모바일D램 양산', ""삼성전자, '16GB 모바일 D램' 시대 연다"", '삼성전자, 이통사에 갤S20 사전예약 연장 요청…코로나19 탓?', ""삼성전자, 갤S20 사전예약 내달 3일까지 연장…이통3사 '당혹'"", '[단독] 삼성전자, 갤럭시S20 사전예약 기간 연장…코로나19 때문?', '삼성전자, 역대 최고 속도·용량 16GB 모바일 D램 양산', '삼성전자서비스, 존경받는 기업 9년 연속 1위', '삼성전자, \'세계 최초\' 16GB 모바일 D램 양산…""PC 부럽지 않은 성능""', '삼성전자 정기주총 장소 서울→수원으로 변경…왜']]"
